StudentID,Age,Gender,Program,Year,CGPA,AttendancePercent,Scholarship,DistanceKM,ParentsEducation,FamilyIncome,PlacementStatus,Internship,ExtraCurricularScore,SatisfactionScore,EngagementScore,FeesPendingMonths,ModeOfStudy,CounselingSessions,MentorAssigned,PreviousInstitution,Churn
S011414,20,Female,IT,2,7.05,83.1,No,2.9,Graduate,<2L,Not Placed,No,3.7,5.6,63,0,Offline,0,Yes,Public,1
S011415,19,Male,AEIE,4,8.6,79.5,No,4.6,Postgraduate,2-5L,Not Placed,No,7.0,7.5,88,0,Offline,1,Yes,Public,0
S011416,22,Male,Civil,1,6.81,71.3,No,16.8,High School,2-5L,Not Placed,No,5.2,6.2,45,1,Hybrid,3,No,Public,0
S011417,20,Male,CSE,2,7.3,78.5,No,0.5,High School,2-5L,Not Placed,No,6.6,5.2,76,1,Hybrid,2,Yes,Public,0
S011418,22,Male,CE,1,6.75,66.9,No,9.5,Graduate,2-5L,Not Placed,No,6.4,4.2,44,0,Offline,1,Yes,Private,1
S011419,20,Male,EEE,2,7.05,98.5,No,25.0,High School,5-10L,Not Placed,Yes,8.3,7.9,72,0,Offline,0,Yes,Private,0
S011420,19,Male,ME,2,7.45,80.0,No,5.8,Graduate,2-5L,Not Placed,No,8.0,4.1,72,0,Offline,2,Yes,Junior College,0
S011421,19,Male,ME,2,7.75,84.6,No,0.9,High School,5-10L,Not Placed,No,2.3,6.3,71,0,Offline,0,No,Private,0
S011422,20,Male,CSE,2,7.58,92.5,No,1.6,Postgraduate,2-5L,Not Placed,No,1.9,8.9,61,0,Offline,0,Yes,Public,0
S011423,18,Female,ME,1,7.94,89.2,No,3.1,High School,10-20L,Not Placed,No,3.5,7.5,58,0,Online,0,Yes,Other,0
S011424,20,Female,IT,1,6.36,77.5,No,3.2,Postgraduate,10-20L,Not Placed,No,3.5,8.9,78,0,Online,1,Yes,Private,0
S011425,17,Male,CSE,2,6.37,66.0,No,13.9,Postgraduate,2-5L,Not Placed,No,7.7,8.8,65,0,Hybrid,1,No,Private,0
S011426,21,Male,ECE,2,6.34,76.6,No,15.2,Postgraduate,2-5L,Partially Placed,No,5.5,9.8,53,0,Offline,2,No,Public,0
S011427,18,Male,CSE,1,6.73,74.4,No,25.4,High School,<2L,Not Placed,Yes,7.0,5.3,59,0,Offline,1,Yes,Junior College,0
S011428,19,Female,CSE,4,6.8,78.0,No,3.4,High School,5-10L,Placed,No,5.7,7.9,57,1,Offline,0,No,Public,0
S011429,19,Male,CE,2,8.67,86.1,No,9.1,High School,2-5L,Not Placed,No,5.0,5.9,80,1,Offline,0,Yes,Private,0
S011430,22,Male,IT,1,6.32,70.1,No,13.1,High School,2-5L,Not Placed,No,7.8,5.1,73,0,Offline,1,Yes,Private,0
S011431,20,Female,CSE,1,7.91,84.2,No,19.8,Graduate,10-20L,Not Placed,No,5.2,8.4,43,0,Offline,0,Yes,Private,0
S011432,21,Male,IT,4,7.79,68.2,No,1.9,High School,<2L,Placed,No,2.7,4.1,70,0,Offline,0,Yes,Other,1
S011433,17,Male,ECE,2,6.4,95.2,No,5.7,Professional,5-10L,Not Placed,Yes,5.7,5.1,75,2,Online,0,Yes,Public,0
S011434,19,Female,ME,3,8.48,85.0,No,14.6,Professional,<2L,Partially Placed,Yes,3.4,7.8,84,1,Offline,0,No,Other,0
S011435,19,Female,ME,3,7.63,73.6,Yes,12.2,Graduate,2-5L,Not Placed,No,2.7,2.7,57,0,Online,1,No,Private,0
S011436,19,Male,EEE,3,8.55,85.7,No,14.2,Graduate,2-5L,Not Placed,No,6.3,7.0,79,0,Hybrid,2,No,Public,0
S011437,21,Male,IT,4,7.19,100.0,No,19.6,High School,<2L,Partially Placed,No,3.2,5.9,47,1,Offline,0,Yes,Public,0
S011438,18,Male,ME,3,5.74,87.5,No,5.7,Postgraduate,5-10L,Not Placed,No,7.7,7.0,45,0,Offline,1,No,Public,0
S011439,20,Female,ME,4,8.28,74.3,No,2.2,High School,<2L,Not Placed,Yes,3.1,6.0,89,0,Hybrid,1,Yes,Junior College,0
S011440,21,Other,AEIE,1,6.35,57.9,No,16.2,Postgraduate,<2L,Not Placed,No,6.5,9.7,63,0,Offline,0,No,Public,0
S011441,19,Female,ME,4,7.53,87.9,No,7.8,High School,10-20L,Not Placed,No,3.2,7.8,58,0,Offline,2,Yes,Public,0
S011442,22,Female,EEE,1,6.57,77.7,No,8.3,Graduate,2-5L,Not Placed,No,3.0,6.5,66,1,Offline,2,Yes,Private,0
S011443,18,Male,CSE,4,7.97,80.3,No,4.1,Postgraduate,10-20L,Not Placed,No,5.7,7.7,79,0,Offline,1,Yes,Public,0
S011444,21,Male,IT,1,6.78,87.7,No,11.6,Graduate,2-5L,Not Placed,Yes,4.3,6.0,96,0,Online,0,No,Public,0
S011445,22,Male,CE,4,8.63,89.8,No,19.3,Graduate,2-5L,Not Placed,No,7.1,8.0,76,0,Hybrid,1,No,Private,0
S011446,17,Male,AEIE,4,7.19,85.1,Yes,15.4,Graduate,2-5L,Not Placed,No,2.1,7.4,57,1,Offline,0,Yes,Private,1
S011447,19,Male,CSE,1,5.25,85.4,No,24.4,High School,2-5L,Not Placed,Yes,5.3,4.0,48,1,Offline,0,Yes,Private,0
S011448,19,Female,CSE,2,5.37,65.1,No,1.6,Graduate,5-10L,Not Placed,Yes,7.1,5.7,85,0,Offline,1,No,Public,1
S011449,19,Female,Civil,2,7.57,71.8,No,15.0,High School,10-20L,Not Placed,Yes,2.2,8.1,72,2,Offline,0,Yes,Public,1
S011450,19,Female,CE,1,7.46,63.4,No,9.1,Graduate,<2L,Not Placed,No,2.5,7.4,56,1,Offline,0,No,Public,0
S011451,20,Female,IT,2,7.16,83.4,No,0.1,Postgraduate,2-5L,Not Placed,Yes,5.6,6.2,49,0,Online,0,Yes,Public,0
S011452,19,Male,AEIE,1,7.39,73.7,No,5.0,Postgraduate,10-20L,Not Placed,Yes,7.0,7.5,67,0,Online,0,Yes,Private,0
S011453,20,Male,ME,2,7.24,84.1,No,4.3,Postgraduate,2-5L,Not Placed,No,3.9,6.9,78,0,Offline,1,Yes,Private,0
S011454,19,Female,CSE,1,7.67,75.4,No,1.6,Postgraduate,<2L,Not Placed,No,6.1,8.7,71,1,Offline,0,Yes,Public,0
S011455,20,Male,CSE,4,7.19,75.5,No,2.1,High School,<2L,Not Placed,No,2.2,6.8,43,2,Online,0,Yes,Private,0
S011456,19,Male,ECE,3,6.89,64.7,No,10.2,High School,2-5L,Not Placed,Yes,4.8,7.9,61,0,Offline,0,Yes,Private,0
S011457,19,Male,CE,4,7.33,76.7,No,23.6,Graduate,2-5L,Placed,Yes,4.3,10.0,80,2,Online,1,No,Public,0
S011458,20,Male,ME,3,6.77,77.3,No,8.2,Graduate,2-5L,Not Placed,No,6.5,7.5,81,0,Hybrid,0,Yes,Private,0
S011459,19,Male,Civil,1,5.82,85.1,No,20.8,High School,2-5L,Not Placed,No,9.0,6.8,48,0,Online,0,Yes,Private,0
S011460,19,Male,EEE,2,7.38,81.7,No,1.2,High School,10-20L,Not Placed,Yes,3.5,6.5,69,2,Hybrid,1,Yes,Public,0
S011461,21,Male,Civil,3,7.74,83.0,No,10.2,Graduate,10-20L,Not Placed,Yes,3.5,5.8,36,1,Online,0,Yes,Public,0
S011462,20,Male,ME,4,6.47,81.6,No,33.1,Professional,>20L,Not Placed,Yes,5.8,4.9,81,2,Offline,0,Yes,Public,0
S011463,18,Female,CE,1,6.96,76.8,No,23.4,Graduate,10-20L,Not Placed,Yes,6.2,9.1,74,0,Offline,1,Yes,Public,1
S011464,20,Female,Civil,2,7.71,79.2,No,7.1,High School,2-5L,Not Placed,No,3.9,5.6,44,1,Hybrid,0,Yes,Junior College,0
S011465,20,Female,AEIE,1,7.36,78.6,No,17.6,High School,>20L,Not Placed,No,6.1,6.4,81,1,Hybrid,3,Yes,Private,1
S011466,20,Male,ECE,2,7.37,70.7,No,3.6,High School,2-5L,Not Placed,No,5.8,3.3,57,0,Online,5,Yes,Junior College,0
S011467,22,Female,Civil,4,6.88,60.0,No,11.5,Postgraduate,<2L,Not Placed,Yes,7.4,5.0,98,1,Online,1,Yes,Public,1
S011468,21,Female,IT,1,7.46,89.9,No,4.9,Postgraduate,2-5L,Placed,No,4.7,7.5,81,1,Hybrid,1,Yes,Private,0
S011469,17,Male,EEE,3,7.81,76.2,No,8.1,High School,2-5L,Not Placed,No,9.0,10.0,66,1,Offline,0,No,Private,0
S011470,18,Male,Civil,4,7.75,70.3,No,20.2,Graduate,2-5L,Placed,No,2.7,6.6,49,1,Offline,2,No,Private,1
S011471,20,Male,CE,2,6.7,76.6,No,8.2,Graduate,10-20L,Not Placed,No,4.1,8.2,49,2,Offline,1,Yes,Private,0
S011472,17,Female,Civil,1,7.04,89.9,No,9.5,High School,5-10L,Not Placed,No,7.1,5.4,88,0,Offline,2,No,Public,0
S011473,20,Female,AEIE,1,6.47,71.6,No,10.8,Graduate,<2L,Not Placed,No,3.1,6.7,58,1,Offline,0,Yes,Private,0
S011474,20,Female,CE,3,6.51,92.5,No,5.2,High School,10-20L,Partially Placed,No,6.8,6.9,62,0,Offline,1,Yes,Public,0
S011475,20,Male,ECE,3,7.65,73.5,No,11.3,Graduate,<2L,Not Placed,No,4.7,7.0,65,0,Hybrid,2,Yes,Private,0
S011476,17,Male,EEE,1,6.53,91.4,No,13.6,Graduate,5-10L,Not Placed,No,2.7,5.3,51,0,Offline,0,Yes,Private,0
S011477,18,Female,IT,1,6.35,76.7,Yes,4.2,No formal,2-5L,Not Placed,No,4.1,5.7,63,2,Offline,1,Yes,Other,1
S011478,21,Other,IT,1,6.68,81.8,No,14.2,Postgraduate,<2L,Not Placed,Yes,4.9,7.7,47,0,Offline,1,Yes,Public,0
S011479,20,Female,Civil,4,7.43,90.5,No,7.6,High School,<2L,Not Placed,No,5.0,8.5,58,0,Hybrid,0,Yes,Private,1
S011480,22,Female,ECE,1,7.38,51.2,No,1.6,Graduate,5-10L,Not Placed,Yes,7.5,6.9,45,0,Hybrid,0,No,Private,0
S011481,17,Male,IT,3,7.12,89.0,No,7.3,No formal,5-10L,Placed,Yes,4.8,7.6,43,0,Offline,1,Yes,Public,0
S011482,21,Female,EEE,2,7.29,98.2,No,15.6,Graduate,5-10L,Not Placed,No,3.3,7.7,62,1,Online,0,Yes,Private,0
S011483,18,Male,AEIE,4,6.81,91.1,No,13.7,Graduate,5-10L,Partially Placed,No,2.2,6.7,76,0,Hybrid,5,Yes,Public,0
S011484,21,Male,CE,1,7.12,66.0,No,0.6,High School,2-5L,Not Placed,Yes,1.6,10.0,65,0,Offline,0,No,Private,0
S011485,20,Male,CE,2,7.77,81.2,No,4.8,High School,2-5L,Not Placed,No,3.8,6.5,61,0,Offline,1,No,Private,0
S011486,18,Male,EEE,2,6.99,73.2,Yes,12.5,Graduate,2-5L,Not Placed,No,5.8,6.1,66,1,Offline,3,No,Private,0
S011487,16,Male,IT,1,7.06,72.3,No,5.0,Postgraduate,5-10L,Not Placed,Yes,2.5,6.2,72,0,Offline,1,No,Private,1
S011488,21,Male,CSE,2,8.51,56.5,No,3.8,No formal,2-5L,Not Placed,No,1.6,6.5,67,1,Online,0,No,Private,0
S011489,19,Female,IT,1,8.03,76.5,Yes,4.8,Graduate,<2L,Not Placed,No,9.1,4.9,66,0,Offline,1,Yes,Private,0
S011490,19,Male,IT,2,6.79,74.4,No,5.9,Graduate,2-5L,Not Placed,Yes,7.0,6.9,30,0,Hybrid,1,Yes,Junior College,0
S011491,19,Male,CE,2,7.23,90.6,No,17.4,Postgraduate,10-20L,Not Placed,No,5.5,9.5,76,0,Offline,0,Yes,Public,0
S011492,19,Female,Civil,3,6.84,71.2,No,13.1,Postgraduate,2-5L,Not Placed,No,4.0,6.9,54,1,Offline,1,Yes,Private,0
S011493,23,Male,AEIE,4,6.99,82.9,No,14.0,High School,2-5L,Not Placed,No,6.4,8.3,69,0,Hybrid,0,Yes,Public,0
S011494,21,Male,ECE,1,6.46,66.7,No,3.3,High School,2-5L,Not Placed,No,7.8,4.5,71,1,Online,0,No,Private,0
S011495,20,Female,AEIE,4,7.89,92.2,No,8.3,High School,2-5L,Placed,Yes,2.1,8.6,68,1,Hybrid,0,Yes,Boarding,1
S011496,21,Male,Civil,3,6.27,79.2,No,8.9,High School,5-10L,Not Placed,No,6.1,6.9,51,0,Hybrid,0,No,Private,0
S011497,18,Male,CSE,2,5.42,100.0,No,7.8,High School,<2L,Not Placed,No,7.5,5.3,54,0,Offline,2,Yes,Junior College,0
S011498,19,Male,Civil,3,7.61,100.0,No,9.2,Postgraduate,5-10L,Not Placed,No,5.8,4.8,63,0,Online,2,Yes,Private,1
S011499,21,Male,IT,1,6.48,65.2,No,26.4,Graduate,<2L,Not Placed,No,7.1,6.7,74,0,Hybrid,0,No,Junior College,1
S011500,20,Female,IT,1,7.35,64.2,No,1.7,No formal,10-20L,Not Placed,No,4.7,6.8,75,0,Offline,1,Yes,Private,0
S011501,19,Male,Civil,1,6.25,80.0,No,17.4,High School,10-20L,Not Placed,No,3.5,5.3,58,2,Hybrid,0,Yes,Private,1
S011502,22,Female,EEE,2,8.25,60.9,No,7.9,Professional,2-5L,Not Placed,No,5.5,6.5,75,1,Offline,1,Yes,Private,0
S011503,21,Male,AEIE,3,7.7,80.6,No,1.0,Postgraduate,2-5L,Not Placed,No,5.2,5.0,59,0,Offline,1,No,Public,0
S011504,20,Male,CSE,4,7.17,92.3,No,21.1,Graduate,<2L,Placed,Yes,1.9,8.1,73,0,Online,0,No,Public,0
S011505,21,Male,AEIE,3,7.83,76.1,No,5.4,Graduate,<2L,Not Placed,Yes,6.9,8.4,45,0,Hybrid,0,Yes,Private,0
S011506,18,Male,ECE,2,6.62,76.5,No,10.3,Graduate,2-5L,Placed,No,6.3,7.4,73,0,Hybrid,0,Yes,Public,0
S011507,19,Male,AEIE,4,8.19,87.0,No,10.2,Graduate,<2L,Not Placed,No,4.1,7.2,69,1,Online,0,Yes,Private,0
S011508,22,Male,ECE,2,7.5,83.1,No,22.8,Postgraduate,2-5L,Not Placed,No,4.8,8.9,62,0,Online,1,Yes,Junior College,0
S011509,21,Male,ME,2,8.62,68.3,No,9.4,High School,5-10L,Not Placed,No,6.6,6.5,80,0,Offline,1,Yes,Public,0
S011510,21,Female,Civil,2,6.67,86.2,No,19.3,Graduate,>20L,Not Placed,Yes,4.6,7.4,33,0,Offline,0,Yes,Private,0
S011511,21,Male,IT,3,7.61,94.5,No,3.5,High School,<2L,Not Placed,Yes,4.0,7.2,62,3,Offline,0,Yes,Public,0
S011512,21,Female,AEIE,3,7.22,73.7,No,9.3,High School,<2L,Not Placed,Yes,7.0,7.7,65,1,Offline,2,Yes,Public,0
S011513,20,Male,IT,1,7.41,76.2,No,15.9,Postgraduate,<2L,Not Placed,No,6.1,5.8,57,1,Hybrid,1,Yes,Public,1
S011514,19,Female,IT,3,7.29,72.8,Yes,0.5,Graduate,<2L,Not Placed,Yes,3.2,5.7,63,0,Hybrid,1,Yes,Public,0
S011515,19,Male,IT,1,8.94,54.7,No,5.1,High School,5-10L,Partially Placed,No,3.1,3.8,53,1,Offline,0,No,Other,0
S011516,19,Other,IT,4,7.56,77.7,No,19.2,High School,>20L,Not Placed,No,1.2,8.1,41,0,Online,0,Yes,Public,0
S011517,18,Male,EEE,2,7.29,95.2,No,6.7,High School,2-5L,Not Placed,Yes,6.9,6.9,68,0,Online,2,Yes,Other,0
S011518,20,Male,AEIE,3,7.9,86.8,No,7.7,High School,>20L,Not Placed,Yes,1.7,6.6,81,0,Hybrid,1,Yes,Public,0
S011519,20,Male,IT,1,6.35,62.8,No,12.0,High School,2-5L,Not Placed,No,4.0,5.5,71,0,Offline,0,Yes,Private,1
S011520,21,Male,EEE,3,8.57,95.5,No,11.5,Graduate,2-5L,Not Placed,Yes,5.0,7.6,81,0,Offline,1,Yes,Private,0
S011521,19,Male,AEIE,4,8.0,77.9,No,4.2,Graduate,10-20L,Placed,No,2.2,5.6,71,0,Offline,0,Yes,Public,0
S011522,18,Male,CSE,3,7.12,77.9,No,13.3,High School,2-5L,Not Placed,No,3.9,6.1,68,1,Offline,1,Yes,Private,1
S011523,20,Male,AEIE,1,7.38,74.5,No,6.9,Graduate,5-10L,Not Placed,Yes,7.3,5.0,74,1,Offline,0,Yes,Public,0
S011524,18,Male,CSE,3,7.17,72.0,No,4.1,Postgraduate,2-5L,Not Placed,No,4.7,5.7,58,0,Hybrid,1,No,Private,0
S011525,19,Male,CSE,4,6.36,74.8,No,10.5,Postgraduate,<2L,Placed,No,6.3,6.0,66,1,Online,0,Yes,Boarding,1
S011526,17,Male,ECE,3,7.57,84.9,Yes,5.1,Postgraduate,5-10L,Not Placed,No,5.3,3.3,69,1,Hybrid,1,No,Junior College,0
S011527,20,Male,EEE,3,7.7,78.7,No,9.2,High School,2-5L,Not Placed,Yes,6.0,7.0,86,0,Online,0,Yes,Private,0
S011528,19,Male,IT,1,7.13,75.9,No,8.6,High School,<2L,Not Placed,No,4.8,7.9,58,0,Offline,2,Yes,Public,0
S011529,19,Male,CSE,4,8.06,72.2,Yes,8.5,Postgraduate,2-5L,Not Placed,No,4.1,9.5,56,0,Offline,1,No,Other,0
S011530,19,Female,IT,2,6.95,58.8,No,25.2,High School,>20L,Not Placed,No,3.6,5.2,47,0,Offline,0,Yes,Junior College,0
S011531,20,Male,EEE,2,7.74,84.8,No,22.8,High School,<2L,Not Placed,No,6.0,7.2,64,0,Offline,1,Yes,Private,0
S011532,18,Female,CSE,2,5.98,86.4,No,2.4,Postgraduate,10-20L,Not Placed,No,5.0,3.3,95,0,Offline,2,Yes,Public,0
S011533,21,Female,ME,1,5.46,78.9,No,2.2,Postgraduate,<2L,Not Placed,No,5.2,8.0,47,1,Offline,0,Yes,Public,0
S011534,20,Male,AEIE,1,6.54,81.6,No,8.4,Graduate,<2L,Not Placed,No,8.9,4.8,44,1,Offline,2,Yes,Junior College,0
S011535,20,Female,CSE,4,6.99,85.6,No,2.1,Graduate,2-5L,Not Placed,No,6.5,7.7,58,1,Offline,2,No,Private,1
S011536,19,Male,EEE,2,6.52,89.2,Yes,17.4,Graduate,2-5L,Not Placed,Yes,2.5,7.7,64,1,Online,0,No,Public,0
S011537,20,Male,ECE,3,6.39,74.8,Yes,12.2,Graduate,10-20L,Not Placed,No,7.5,5.8,69,0,Hybrid,0,Yes,Junior College,0
S011538,20,Female,IT,4,7.19,81.8,Yes,9.2,Postgraduate,<2L,Placed,No,4.0,8.9,62,0,Offline,1,No,Public,0
S011539,20,Female,AEIE,1,5.51,77.4,Yes,4.0,High School,2-5L,Not Placed,No,7.3,5.4,47,1,Offline,0,No,Private,0
S011540,19,Female,ME,3,8.06,65.8,No,13.1,No formal,2-5L,Not Placed,No,6.5,6.5,70,0,Hybrid,2,Yes,Junior College,1
S011541,21,Male,ECE,3,7.41,73.8,No,24.1,Postgraduate,2-5L,Not Placed,No,8.7,8.1,74,2,Online,1,Yes,Public,0
S011542,21,Female,EEE,2,7.61,83.7,No,2.6,High School,2-5L,Not Placed,No,5.2,7.4,59,2,Offline,2,No,Public,1
S011543,19,Male,ME,4,7.71,69.4,No,14.9,No formal,2-5L,Placed,No,3.3,8.2,58,0,Online,1,Yes,Public,0
S011544,19,Other,IT,2,7.54,65.9,No,7.1,Graduate,2-5L,Partially Placed,Yes,5.0,6.7,58,1,Offline,1,Yes,Public,0
S011545,19,Male,IT,1,5.65,87.9,Yes,2.2,High School,>20L,Not Placed,Yes,6.1,6.4,53,2,Offline,0,Yes,Private,1
S011546,17,Male,AEIE,1,8.62,58.2,No,10.8,High School,2-5L,Not Placed,No,5.5,7.0,70,1,Online,0,Yes,Private,0
S011547,20,Male,CSE,1,5.83,82.5,No,0.1,High School,2-5L,Not Placed,No,7.0,7.4,61,0,Offline,0,Yes,Private,0
S011548,20,Female,CSE,1,6.12,62.9,No,0.4,Professional,2-5L,Not Placed,No,4.4,4.1,69,0,Offline,1,Yes,Junior College,0
S011549,21,Male,IT,4,7.62,79.1,No,19.8,High School,2-5L,Placed,No,8.1,7.4,87,2,Online,1,Yes,Private,0
S011550,18,Female,CSE,3,6.14,86.4,Yes,4.3,High School,2-5L,Not Placed,No,4.0,7.1,38,0,Offline,0,Yes,Private,0
S011551,21,Male,ECE,1,6.51,60.4,Yes,16.1,Postgraduate,10-20L,Not Placed,No,6.1,8.5,65,0,Offline,0,Yes,Private,0
S011552,22,Female,CSE,1,7.38,73.3,No,3.3,Graduate,2-5L,Not Placed,No,8.5,5.7,83,0,Hybrid,0,Yes,Public,0
S011553,18,Male,CSE,1,5.87,82.7,No,11.2,Postgraduate,5-10L,Not Placed,No,9.8,9.8,42,1,Hybrid,0,Yes,Public,0
S011554,19,Male,IT,2,7.32,85.0,Yes,6.1,High School,2-5L,Not Placed,Yes,8.6,6.1,89,0,Offline,1,Yes,Private,0
S011555,19,Female,ME,3,7.13,70.8,No,27.4,Professional,<2L,Not Placed,Yes,8.0,6.5,70,1,Hybrid,0,Yes,Public,1
S011556,20,Female,AEIE,1,6.19,55.0,No,1.0,Graduate,5-10L,Not Placed,No,2.7,4.5,69,0,Hybrid,1,Yes,Private,0
S011557,19,Male,CE,2,8.16,70.8,No,17.3,Graduate,<2L,Not Placed,No,10.0,6.5,75,0,Offline,0,Yes,Private,0
S011558,21,Male,IT,1,6.1,70.3,Yes,16.0,Postgraduate,<2L,Not Placed,No,7.2,6.3,89,0,Offline,1,No,Private,1
S011559,20,Male,CSE,4,7.41,76.4,No,2.6,Postgraduate,10-20L,Partially Placed,Yes,8.3,6.6,51,0,Offline,0,Yes,Public,0
S011560,20,Male,AEIE,1,6.39,72.7,No,7.0,Graduate,2-5L,Partially Placed,No,2.8,7.0,84,0,Offline,1,No,Public,0
S011561,20,Male,ECE,4,7.65,68.0,Yes,23.6,Postgraduate,<2L,Not Placed,Yes,3.6,8.3,53,0,Offline,0,Yes,Private,0
S011562,19,Male,AEIE,3,7.26,83.1,No,15.9,Graduate,>20L,Not Placed,No,6.4,7.2,84,0,Hybrid,2,Yes,Public,0
S011563,20,Female,ME,3,7.25,88.0,No,15.1,High School,2-5L,Not Placed,No,9.9,6.5,67,1,Offline,1,No,Public,1
S011564,19,Male,IT,2,6.16,76.6,No,8.9,Graduate,5-10L,Not Placed,No,8.1,6.3,69,1,Offline,0,No,Private,0
S011565,23,Female,IT,4,6.45,74.8,No,28.8,Professional,<2L,Not Placed,Yes,5.6,9.3,59,0,Offline,1,Yes,Private,0
S011566,20,Male,IT,4,6.92,59.8,No,7.4,High School,2-5L,Not Placed,No,3.7,7.4,64,2,Offline,1,Yes,Public,0
S011567,20,Female,CE,4,8.31,83.3,No,2.0,High School,10-20L,Placed,No,3.7,10.0,67,0,Offline,2,Yes,Public,0
S011568,20,Male,AEIE,2,7.35,81.0,Yes,9.4,Postgraduate,2-5L,Not Placed,No,7.1,4.8,85,1,Offline,2,Yes,Private,1
S011569,19,Male,IT,1,7.31,73.1,No,20.1,High School,5-10L,Not Placed,No,4.8,7.8,65,0,Offline,1,Yes,Private,0
S011570,19,Female,AEIE,2,6.73,83.9,No,0.9,Postgraduate,2-5L,Partially Placed,Yes,5.0,7.2,43,2,Hybrid,0,Yes,Private,0
S011571,19,Female,IT,2,6.58,92.2,No,0.3,High School,2-5L,Not Placed,Yes,6.9,8.1,78,1,Offline,0,Yes,Private,0
S011572,19,Male,Civil,1,5.98,57.5,No,14.4,Graduate,5-10L,Placed,No,3.9,6.3,70,2,Offline,0,No,Public,1
S011573,20,Female,ECE,4,6.78,90.4,No,16.5,Graduate,<2L,Placed,No,0.0,7.7,60,0,Offline,0,Yes,Public,0
S011574,20,Female,ME,1,5.62,69.5,Yes,5.2,High School,2-5L,Not Placed,No,9.9,7.4,85,0,Offline,0,No,Public,0
S011575,19,Female,EEE,2,7.18,86.2,No,3.0,Graduate,<2L,Partially Placed,Yes,8.4,7.7,77,0,Offline,1,Yes,Junior College,0
S011576,21,Male,ECE,2,7.1,86.0,No,3.2,High School,<2L,Not Placed,No,8.3,3.1,66,1,Hybrid,0,Yes,Private,1
S011577,22,Male,CSE,1,7.22,74.6,No,9.6,Graduate,2-5L,Not Placed,Yes,5.3,7.4,65,0,Offline,0,Yes,Public,0
S011578,20,Male,Civil,1,7.49,56.6,Yes,20.4,High School,<2L,Not Placed,No,8.4,7.0,61,0,Offline,0,Yes,Junior College,0
S011579,21,Male,CE,3,7.78,95.3,No,24.7,Postgraduate,2-5L,Partially Placed,Yes,6.3,7.8,73,0,Online,1,No,Public,0
S011580,19,Male,IT,4,7.36,65.3,No,1.6,No formal,2-5L,Not Placed,Yes,4.7,4.7,79,1,Offline,0,No,Public,0
S011581,19,Female,IT,1,7.43,78.5,No,20.6,Graduate,<2L,Not Placed,Yes,4.8,9.3,54,0,Offline,2,Yes,Private,0
S011582,21,Female,CSE,3,7.45,94.1,No,13.5,High School,2-5L,Partially Placed,No,6.7,4.0,71,1,Hybrid,0,No,Public,1
S011583,21,Female,ME,2,6.73,84.0,No,14.9,Graduate,<2L,Not Placed,Yes,1.4,6.7,47,0,Online,2,Yes,Private,0
S011584,17,Male,IT,2,8.16,72.6,No,13.8,High School,<2L,Not Placed,Yes,7.6,6.8,82,1,Offline,0,Yes,Junior College,0
S011585,18,Female,IT,4,6.57,83.3,No,6.8,Graduate,<2L,Not Placed,No,6.5,5.6,45,0,Hybrid,2,Yes,Public,0
S011586,21,Male,Civil,3,7.03,96.5,No,21.5,Postgraduate,>20L,Not Placed,No,5.8,4.9,41,0,Offline,0,Yes,Public,0
S011587,22,Male,Civil,3,8.15,72.8,No,21.3,No formal,10-20L,Not Placed,Yes,7.0,6.7,64,0,Offline,1,No,Public,0
S011588,22,Female,IT,3,7.49,66.8,No,13.6,Postgraduate,<2L,Not Placed,No,6.0,5.8,54,0,Hybrid,1,Yes,Public,0
S011589,18,Female,CSE,4,7.7,89.5,Yes,2.9,High School,10-20L,Partially Placed,No,7.4,8.6,69,1,Offline,1,No,Private,0
S011590,16,Female,Civil,1,7.57,75.6,Yes,25.3,Postgraduate,<2L,Not Placed,No,6.0,5.4,100,0,Hybrid,0,Yes,Private,0
S011591,20,Male,Civil,2,6.49,82.1,No,15.3,Postgraduate,10-20L,Not Placed,No,4.7,8.1,69,0,Offline,0,Yes,Public,0
S011592,18,Male,Civil,3,6.82,93.5,No,2.2,Postgraduate,5-10L,Not Placed,No,4.6,4.9,53,0,Online,2,Yes,Public,0
S011593,19,Male,CE,2,6.05,76.7,No,11.4,High School,5-10L,Placed,No,5.6,8.1,39,1,Online,1,Yes,Public,0
S011594,20,Male,ME,1,7.95,93.0,No,1.4,Graduate,2-5L,Not Placed,No,5.0,7.3,73,1,Hybrid,0,Yes,Public,0
S011595,21,Male,CSE,3,6.42,78.4,Yes,6.1,Professional,<2L,Partially Placed,No,6.1,6.8,53,1,Offline,0,No,Private,0
S011596,20,Male,Civil,1,6.63,87.3,No,4.2,High School,<2L,Not Placed,Yes,4.9,6.0,73,1,Offline,2,Yes,Other,1
S011597,20,Male,ME,4,8.47,90.8,No,10.1,High School,5-10L,Not Placed,No,8.5,7.8,66,2,Online,0,Yes,Public,0
S011598,19,Female,IT,4,7.75,90.3,No,10.3,Graduate,2-5L,Not Placed,No,5.3,8.1,60,0,Online,0,No,Other,0
S011599,19,Male,Civil,1,5.93,59.2,No,0.2,Graduate,<2L,Not Placed,No,3.5,9.1,66,3,Hybrid,1,Yes,Public,1
S011600,20,Female,ME,1,7.44,81.6,No,8.5,Graduate,<2L,Not Placed,Yes,5.0,3.5,82,1,Online,2,Yes,Private,0
